feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,label
0.534831161665312,-0.06767107942803242,0.756913161282089,1.5697275024610233,-0.26173008784002516,-0.299821936274693,1.5291710349850052,0.7027265960606172,-0.4878957799447343,0.5744635515670258,-0.48899356091874874,-0.5259371332573264,0.14638477113464704,-1.748104890810896,-1.7092857225867863,-0.5801726236646987,-1.026260827809212,0.32096597967932955,-0.8085220938593921,-1.4101438215766862,1.442112833761881,-0.20497843429414764,0.1086696140170579,-1.4218095096536436,-0.50360474707662,0.10301644506897353,-1.133239305503522,0.4183084639624776,-0.6160101747682092,-0.279862717433628,-0.5190789163829309,1.6593766525015807,4
0.02688692358307523,-0.9819750866289042,0.9445691054317333,-1.1496569952319418,0.16720581380250735,-1.9523160268838604,-1.2579283543709183,0.1270579669097303,0.7702641891533741,0.215380326743832,-0.1559231490785592,-0.36748050735215737,-1.616609199040238,-0.6143510086679633,-0.48437515044435697,1.0014588901469177,0.3185120037971069,-1.6334022122215575,0.410729737559781,-0.38317056262211135,-0.733192715530415,0.6334807051025069,1.0449648631887671,0.9271491791082755,-0.7864857663405648,-0.36747536742323283,0.3976758505895301,1.0314188930588724,-0.4902018891624964,-0.1689486037843651,-1.0095304906822413,-1.1205852964971594,2
0.8492395123569222,1.4184742346881392,-0.01546778425752474,1.054867042493485,0.315122450194072,-0.6934084853391465,0.36174346118737094,1.480209792404135,-0.03621891325235807,1.5632060741617153,-2.554180542316327,0.7134405539875635,-0.012358075515118428,-0.21455964413062154,0.050823182226264335,-1.9722044720180816,-0.23992926305448123,0.3612947545659183,1.552500585726173,-0.5163263241836408,-0.8667745049153555,-0.48129088385483965,0.9326280463841681,0.3264281483836636,-0.4895750816689198,0.5535858338057459,0.15580233334719118,1.024366186388632,-0.7210513788402281,-0.3174862510463648,-0.31536881599730665,-1.3643480232851766,4
0.335128630664956,0.3294150319738747,0.06730127675131707,-0.17220279563263088,-1.40540306452359,-0.4784356994100871,-0.3132326885211556,-0.8810026954375499,-0.16689445303307296,0.44047263233843,1.7613004938913164,0.09037463268045577,0.16235804138636017,-0.0012282290951138447,-1.8971026889837699,-0.05689771300665597,0.037563383449115494,2.3427983291855856,-0.10032644328356972,0.30329318025758983,-0.08117062202369739,-1.1490134628168935,1.1536340213972285,0.7483402505315088,0.7776668840271702,-1.0395866741498299,1.5043819440203157,-1.3985443039019392,0.6139530462677554,2.316506283176967,-0.8969850335805207,-0.5461613226428877,4
0.1395327342323364,-0.4308397434726227,-1.6023592226994097,0.12824170472253565,-1.063558091344599,0.3779503912279774,-0.8660798818440404,1.4922138768725925,-0.8147197476023046,-0.2619534420041457,0.7339697696072758,-1.2623979504678347,0.13152411057356184,1.31126902303829,-1.5955079302141617,0.14932428177208149,0.23549731978058544,0.760873679689869,-1.134016602410183,-1.3183189222650566,0.4839874146440462,0.3184108557040178,0.28647348355587055,0.3440721454165754,-0.6337472762182043,0.2388901459882394,0.35823119541816206,-0.6958432388494278,1.9386073377967177,0.5208907490962439,-1.0921119488883422,0.5689763286917506,4
-0.9300264697921505,0.8525021924669576,1.305218841764066,-0.7530670944031082,0.8977365525533914,0.31971294182450644,0.8033470932946059,1.8421698496746177,-0.2544933352847759,-0.6795465581127045,-0.8970806765767005,-0.86289824670622,-0.18056263955299134,0.39358616190824597,0.22999465387054416,0.7768840218407845,-0.00925838413769928,1.3928377297061503,-0.17186795328648755,2.7213307001651605,0.5892979475571856,-0.8371185592691145,-0.9976403257200609,0.47968819011634023,-0.19569618301330485,0.778378506229159,0.5443106398358128,-0.040135921456133414,-0.8709682432077217,-1.559301334792592,-0.3682471363839067,0.7512183429351565,6
0.25346658510712317,-1.1689512648020304,0.2476713650316193,0.44216908378009445,-0.8907836375987159,0.07162254198190308,0.07110154131268921,-1.2247380617824817,0.37375859100220327,0.5920935388435505,0.9921115333423567,0.9366495667146727,-1.513264711026186,-0.8214309077657426,0.460917293811705,0.4707977818481926,0.4884657032040551,3.65006747677378,0.6549610196506188,1.137109991244076,0.9226487459603104,0.6732434017302169,-0.26333049286367494,0.7553553252003634,-0.722785266823239,-0.28640457247812207,-0.4457585956217115,0.11798779579268359,2.4035444654728213,-1.9279363154760714,0.732704363808416,-1.5004067261813632,4
-0.4295106492948221,1.1526797981080692,0.13079885985371187,-1.0078352773710764,-0.7275873047695418,0.5752358318373421,-0.6848449178429856,0.1468303220570646,0.048563005593926345,-0.5807424838724589,2.008164143474099,0.5325018334835807,-2.1767356916534304,0.24662472676829456,-0.6792592897146223,0.8015450634518604,-0.8078469201917793,-0.0826335450512866,0.5897454435542535,0.8673647275681314,-1.2645633790865682,-0.31383404819992555,-0.41850267051584084,-0.6527053143735416,1.7125822085494402,0.43232112160910413,-1.2467370609688557,0.97246027049419,2.2041577915230306,1.1052293483901305,-1.410961875411385,-0.47132616437658553,6
1.3016057642259562,-0.6338914644324866,0.5381207350425605,0.8280111150155817,-0.9324876185483224,-0.13260136691787774,-3.091852059744456,-1.1050964799181762,-0.26197187385541915,-1.157477412912963,1.5182520626703144,-1.4542070187106315,-0.552473003411344,0.19369715944075655,1.358313113924088,-1.4333681457156158,1.1310026608806325,0.034941139258468534,-0.8812399075785174,0.463810524128233,0.15617246740448557,-0.5798690581609381,0.1108793563152307,-0.3854938998054339,0.12762142817262825,0.7202916355231385,1.6936191063288772,-1.2308817219899937,2.215423960745496,-2.0166621550047505,-0.08179727877946368,0.5067504645585246,8
0.32006744487919153,-0.5493967699203071,-0.16154338591383186,-0.42831025961267355,-0.6056512577223364,0.7380441660812329,0.3575445778989172,-0.77065838452296,0.9380964489464714,0.346877393343119,0.7333423598038856,0.5283724294380829,-0.9510337133678479,-0.4626723838576753,0.6859433202890433,0.5651289386611449,-0.042870022230718445,0.13569837109493926,1.3543606924173837,-0.5896097862341928,0.5095275676021902,-0.1813664406099047,-0.1684950599221341,1.0941433128911886,0.8106572050881483,0.8898146883464261,1.4038718578643699,0.05577158464677593,0.7124497595986424,-0.2992903874917184,0.3807830167599295,-0.14842491352087211,4
0.13688913348793605,0.6616480975860953,-0.8163013156646033,2.1340034197108473,-1.0090607914364227,-1.2383895632567812,1.1254930327013168,0.7271709129689164,0.6511635676918376,0.657450634739056,-0.05689206027228506,-0.9412901811801787,-0.02387836538729259,-0.5738030068733115,0.9066751520852188,-0.174629131701549,-0.840539510834025,-0.2770548839080026,0.4986501590722656,-0.5617696775985848,-0.880711019267625,0.2650493347377918,0.28110308082596347,-0.506758510508003,-0.433234003631968,0.23866196379190335,-1.4400826874201236,-1.404281119096142,-0.7380286886539343,-0.19801549113102668,0.367896715877395,1.315655494828628,1
